,name,team,position,height_in,weight_lb,age,years_played
344,Jon_Switzer,TB,Relief_Pitcher,75,191.0,27.55,20
345,Shawn_Camp,TB,Relief_Pitcher,73,200.0,31.28,9
346,Scott_Dohmann,TB,Relief_Pitcher,73,181.0,29.04,8
347,Jason_LaRue,KC,Catcher,71,200.0,32.95,2
348,John_Buck,KC,Catcher,75,210.0,26.65,7
349,Ryan_Shealy,KC,First_Baseman,77,240.0,27.5,1
350,Ross_Gload,KC,First_Baseman,72,185.0,30.9,2
351,Esteban_German,KC,Second_Baseman,69,165.0,29.09,20
352,Mark_Grudzielanek,KC,Second_Baseman,73,190.0,36.67,6
353,Angel_Sanchez,KC,Second_Baseman,74,185.0,23.44,9
354,Angel_Berroa,KC,Shortstop,72,175.0,29.09,16
355,Andres_Blanco,KC,Shortstop,70,155.0,22.89,4
356,Mark_Teahen,KC,Third_Baseman,75,210.0,25.48,18
357,Joey_Gathright,KC,Outfielder,70,170.0,25.84,9
358,David_DeJesus,KC,Outfielder,72,175.0,27.2,2
359,Shane_Costa,KC,Outfielder,72,220.0,25.22,5
360,Mitch_Maier,KC,Outfielder,74,210.0,24.67,20
361,Reggie_Sanders,KC,Outfielder,73,205.0,39.25,15
362,Emil_Brown,KC,Outfielder,74,200.0,32.17,13
363,Mike_Sweeney,KC,Designated_Hitter,75,225.0,33.61,18
364,John_Bale,KC,Starting_Pitcher,76,205.0,32.77,18
365,Luke_Hudson,KC,Starting_Pitcher,75,195.0,29.83,5
366,Scott_Elarton,KC,Starting_Pitcher,80,240.0,31.02,16
367,Odalis_Perez,KC,Starting_Pitcher,72,150.0,29.73,4
368,Gil_Meche,KC,Starting_Pitcher,75,200.0,28.48,8
369,Neal_Musser,KC,Starting_Pitcher,73,215.0,26.51,4
370,Brian_Bannister,KC,Starting_Pitcher,74,202.0,26.0,4
371,Zack_Greinke,KC,Starting_Pitcher,74,200.0,23.36,2
372,Jorge_De_La_Rosa,KC,Starting_Pitcher,73,190.0,25.9,11
373,Todd_Wellemeyer,KC,Relief_Pitcher,75,205.0,28.5,8
374,Jimmy_Gobble,KC,Relief_Pitcher,75,190.0,25.62,18
375,Joel_Peralta,KC,Relief_Pitcher,71,160.0,30.94,19
376,Ryan_Braun,KC,Relief_Pitcher,73,215.0,26.59,6
377,Joakim_Soria,KC,Relief_Pitcher,75,185.0,22.78,19
378,Ken_Ray,KC,Relief_Pitcher,74,200.0,32.26,7
379,David_Riske,KC,Relief_Pitcher,74,190.0,30.35,12
380,Octavio_Dotel,KC,Relief_Pitcher,72,210.0,33.26,17
381,Joe_Nelson,KC,Relief_Pitcher,74,185.0,32.35,6
382,Gerald_Laird,TEX,Catcher,74,220.0,27.3,1
383,Miguel_Ojeda,TEX,Catcher,74,190.0,32.08,5
384,Guillermo_Quiroz,TEX,Catcher,73,202.0,25.25,5
385,Chris_Stewart,TEX,Catcher,76,205.0,25.03,4
386,Mark_Teixeira,TEX,First_Baseman,75,220.0,26.89,11
387,Ian_Kinsler,TEX,Second_Baseman,72,175.0,24.69,20
388,Joaquin_Arias,TEX,Shortstop,73,160.0,22.44,14
389,Michael_Young,TEX,Shortstop,73,190.0,30.36,7
390,Hank_Blalock,TEX,Third_Baseman,73,200.0,26.27,4
391,Marlon_Byrd,TEX,Outfielder,72,229.0,29.5,7
392,Brad_Wilkerson,TEX,Outfielder,72,206.0,29.75,12
393,Sammy_Sosa,TEX,Outfielder,72,220.0,38.3,14
394,Kenny_Lofton,TEX,Outfielder,72,180.0,39.75,16
395,Frank_Catalanotto,TEX,Outfielder,71,195.0,32.84,2
396,Nelson_Cruz,TEX,Outfielder,75,175.0,26.66,17
397,Jason_Botts,TEX,Designated_Hitter,77,250.0,26.6,13
398,Robinson_Tejeda,TEX,Starting_Pitcher,75,188.0,24.94,2
399,John_Rheinecker,TEX,Starting_Pitcher,74,230.0,27.76,10
400,Edinson_Volquez,TEX,Starting_Pitcher,73,190.0,23.66,10
401,A.J._Murray,TEX,Starting_Pitcher,75,200.0,24.96,2
402,Brandon_McCarthy,TEX,Starting_Pitcher,79,190.0,23.65,11
403,Vicente_Padilla,TEX,Starting_Pitcher,74,219.0,29.42,18
404,Kevin_Millwood,TEX,Starting_Pitcher,76,235.0,32.18,3
405,John_Koronka,TEX,Starting_Pitcher,73,180.0,26.66,4
406,Frank_Francisco,TEX,Relief_Pitcher,74,180.0,27.47,16
407,Francisco_Cruceta,TEX,Relief_Pitcher,74,180.0,25.66,17
408,Akinori_Otsuka,TEX,Relief_Pitcher,72,200.0,35.13,13
409,Eric_Gagne,TEX,Relief_Pitcher,74,234.0,31.15,10
410,Ron_Mahay,TEX,Relief_Pitcher,74,185.0,35.67,10
411,Joaquin_Benoit,TEX,Relief_Pitcher,75,220.0,29.6,9
412,Rick_Bauer,TEX,Relief_Pitcher,78,223.0,30.14,4
413,Josh_Rupe,TEX,Relief_Pitcher,74,200.0,24.53,10
414,Wes_Littleton,TEX,Relief_Pitcher,74,210.0,24.49,6
415,C.J._Wilson,TEX,Relief_Pitcher,74,200.0,26.28,10
416,Scott_Feldman,TEX,Relief_Pitcher,77,210.0,24.06,18
417,Gregg_Zaun,TOR,Catcher,70,190.0,35.88,1
418,Jason_Phillips,TOR,Catcher,73,177.0,30.42,13
419,Lyle_Overbay,TOR,First_Baseman,74,227.0,30.09,4
420,Russ_Adams,TOR,Second_Baseman,73,180.0,26.5,7
421,Aaron_Hill,TOR,Second_Baseman,71,195.0,24.94,20
422,Jason_Smith,TOR,Second_Baseman,75,199.0,29.6,12
423,John_McDonald,TOR,Shortstop,71,175.0,32.43,17
424,Royce_Clayton,TOR,Shortstop,72,185.0,37.16,1
425,Troy_Glaus,TOR,Third_Baseman,77,240.0,30.57,4
426,John_Hattig,TOR,Third_Baseman,74,210.0,27.01,7
427,Reed_Johnson,TOR,Outfielder,70,180.0,30.23,14
428,Alex_Rios,TOR,Outfielder,77,194.0,26.03,8
429,Vernon_Wells,TOR,Outfielder,73,225.0,28.23,8
430,Frank_Thomas,TOR,Designated_Hitter,77,275.0,38.76,1
431,Adam_Lind,TOR,Designated_Hitter,74,195.0,23.62,14
432,Shaun_Marcum,TOR,Starting_Pitcher,72,180.0,25.21,2
433,Casey_Janssen,TOR,Starting_Pitcher,76,205.0,25.45,10
434,Gustavo_Chacin,TOR,Starting_Pitcher,71,193.0,26.24,6
435,A.J._Burnett,TOR,Starting_Pitcher,76,230.0,30.15,10
436,Roy_Halladay,TOR,Starting_Pitcher,78,230.0,29.8,9
437,John_Thomson,TOR,Starting_Pitcher,75,220.0,33.41,8
438,Tomo_Ohka,TOR,Starting_Pitcher,73,200.0,30.95,16
439,B.J._Ryan,TOR,Relief_Pitcher,78,249.0,31.17,16
440,Scott_Downs,TOR,Relief_Pitcher,74,190.0,30.95,13
441,Brian_Tallet,TOR,Relief_Pitcher,79,208.0,29.44,20
442,Matt_Roney,TOR,Relief_Pitcher,75,245.0,27.14,6
443,Tracy_Thorpe,TOR,Relief_Pitcher,76,250.0,26.21,8
444,Jean_Machi,TOR,Relief_Pitcher,72,160.0,24.08,10
445,Brandon_League,TOR,Relief_Pitcher,75,192.0,23.96,16
446,Dustin_McGowan,TOR,Relief_Pitcher,75,220.0,24.94,18
447,Jason_Frasor,TOR,Relief_Pitcher,70,170.0,29.56,3
448,Francisco_Rosario,TOR,Relief_Pitcher,72,197.0,26.42,10
449,Davis_Romero,TOR,Relief_Pitcher,70,155.0,23.92,5
450,Jeremy_Accardo,TOR,Relief_Pitcher,74,190.0,25.23,7
451,Mike_Redmond,MIN,Catcher,71,200.0,35.82,6
452,Joe_Mauer,MIN,Catcher,76,220.0,23.87,1
453,Chris_Heintz,MIN,Catcher,73,210.0,32.57,3
454,Justin_Morneau,MIN,First_Baseman,76,228.0,25.79,13
455,Luis_Castillo,MIN,Second_Baseman,71,190.0,31.47,19
456,Alexi_Casilla,MIN,Second_Baseman,69,160.0,22.61,5
457,Alejandro_Machado,MIN,Second_Baseman,72,184.0,24.85,18
458,Jason_Bartlett,MIN,Shortstop,72,180.0,27.33,7
459,Luis_Rodriguez,MIN,Third_Baseman,69,180.0,26.67,3
460,Jeff_Cirillo,MIN,Third_Baseman,73,200.0,37.43,3
461,Nick_Punto,MIN,Third_Baseman,69,176.0,29.31,8
462,Jason_Tyner,MIN,Outfielder,73,160.0,29.85,3
463,Michael_Cuddyer,MIN,Outfielder,74,222.0,27.93,17
464,Torii_Hunter,MIN,Outfielder,74,211.0,31.62,20
465,Lew_Ford,MIN,Outfielder,72,195.0,30.55,20
466,Jason_Kubel,MIN,Outfielder,71,200.0,24.77,3
467,Josh_Rabe,MIN,Designated_Hitter,74,210.0,28.38,14
468,Rondell_White,MIN,Designated_Hitter,73,225.0,35.02,17
469,Ramon_Ortiz,MIN,Starting_Pitcher,72,175.0,33.77,14
470,Johan_Santana,MIN,Starting_Pitcher,72,206.0,27.97,8
471,Carlos_Silva,MIN,Starting_Pitcher,76,240.0,27.85,1
472,Matt_Garza,MIN,Starting_Pitcher,76,185.0,23.26,19
473,Boof_Bonser,MIN,Starting_Pitcher,76,260.0,25.38,20
474,Francisco_Liriano,MIN,Starting_Pitcher,74,185.0,23.35,10
475,Scott_Baker,MIN,Starting_Pitcher,76,221.0,25.45,18
476,Pat_Neshek,MIN,Relief_Pitcher,75,205.0,26.49,11
477,Glen_Perkins,MIN,Relief_Pitcher,71,200.0,24.0,6
478,Julio_DePaula,MIN,Relief_Pitcher,72,170.0,24.16,17
479,Juan_Rincon,MIN,Relief_Pitcher,71,201.0,28.1,16
480,Jesse_Crain,MIN,Relief_Pitcher,73,205.0,25.65,2
481,Matt_Guerrier,MIN,Relief_Pitcher,75,185.0,28.58,13
482,Joe_Nathan,MIN,Relief_Pitcher,76,205.0,32.27,13
483,Dennys_Reyes,MIN,Relief_Pitcher,75,245.0,29.86,12
484,Brayan_Pe?a,ATL,Catcher,71,220.0,25.14,3
485,Brian_McCann,ATL,Catcher,75,210.0,23.03,6
486,Craig_Wilson,ATL,First_Baseman,74,220.0,30.25,11
487,Chris_Woodward,ATL,Second_Baseman,72,185.0,30.67,14
488,Pete_Orr,ATL,Second_Baseman,73,175.0,27.73,19
489,Martin_Prado,ATL,Second_Baseman,73,170.0,23.34,16
490,Tony_Pe?a,ATL,Shortstop,73,180.0,25.94,19
491,Edgar_Renteria,ATL,Shortstop,73,200.0,31.56,12
492,Chipper_Jones,ATL,Third_Baseman,76,210.0,34.85,20
493,Willy_Aybar,ATL,Third_Baseman,72,175.0,23.98,19
494,Jeff_Francoeur,ATL,Outfielder,76,220.0,23.14,3
495,Matt_Diaz,ATL,Outfielder,73,206.0,28.99,13
496,Kelly_Johnson,ATL,Outfielder,73,180.0,25.02,6
497,Andruw_Jones,ATL,Outfielder,73,210.0,29.85,19
498,Ryan_Langerhans,ATL,Outfielder,75,195.0,27.03,12
499,Scott_Thorman,ATL,Outfielder,75,200.0,25.15,20
500,T.J._Bohn,ATL,Outfielder,77,200.0,27.12,16
501,Tim_Hudson,ATL,Starting_Pitcher,73,164.0,31.63,6
502,Jonathan_Johnson,ATL,Starting_Pitcher,72,180.0,32.62,18
503,John_Smoltz,ATL,Starting_Pitcher,75,220.0,39.79,20
504,Mike_Hampton,ATL,Starting_Pitcher,70,195.0,34.47,1
505,Kyle_Davies,ATL,Starting_Pitcher,74,205.0,23.47,20
506,Chuck_James,ATL,Starting_Pitcher,72,170.0,25.31,18
507,Phil_Stockman,ATL,Relief_Pitcher,80,240.0,27.1,7
508,Macay_McBride,ATL,Relief_Pitcher,71,210.0,24.35,12
509,Joey_Devine,ATL,Relief_Pitcher,71,195.0,23.45,2
510,Peter_Moylan,ATL,Relief_Pitcher,74,200.0,28.24,14
511,Mike_Gonzalez,ATL,Relief_Pitcher,74,205.0,28.77,17
512,Lance_Cormier,ATL,Relief_Pitcher,73,192.0,26.53,3
513,Blaine_Boyer,ATL,Relief_Pitcher,75,190.0,25.64,15
514,Manny_Acosta,ATL,Relief_Pitcher,76,170.0,25.83,6
515,Bob_Wickman,ATL,Relief_Pitcher,73,240.0,38.06,8
516,Tanyon_Sturtze,ATL,Relief_Pitcher,77,200.0,36.38,17
517,Oscar_Villarreal,ATL,Relief_Pitcher,72,205.0,25.27,15
518,Rafael_Soriano,ATL,Relief_Pitcher,73,175.0,27.2,17
519,Chad_Paronto,ATL,Relief_Pitcher,77,250.0,31.59,5
520,Tyler_Yates,ATL,Relief_Pitcher,76,220.0,29.56,6
521,Henry_Blanco,CHC,Catcher,71,224.0,35.5,8
522,Michael_Barrett,CHC,Catcher,75,210.0,30.35,4
523,Geovany_Soto,CHC,Catcher,73,195.0,24.11,12
524,Scott_Moore,CHC,First_Baseman,74,180.0,23.29,2
525,Derrek_Lee,CHC,First_Baseman,77,245.0,31.48,10
526,Ryan_Theriot,CHC,Second_Baseman,71,175.0,27.23,10
527,Ronny_Cedeno,CHC,Shortstop,72,180.0,24.07,17
528,Aramis_Ramirez,CHC,Third_Baseman,73,215.0,28.68,11
529,Cesar_Izturis,CHC,Third_Baseman,69,175.0,27.05,4
530,Alfonso_Soriano,CHC,Outfielder,73,180.0,31.15,11
531,Jacque_Jones,CHC,Outfielder,70,195.0,31.85,16
532,Daryle_Ward,CHC,Outfielder,74,230.0,31.68,19
533,Cliff_Floyd,CHC,Outfielder,76,230.0,34.23,20
534,Mark_DeRosa,CHC,Outfielder,73,205.0,32.01,2
535,Matt_Murton,CHC,Outfielder,73,215.0,25.41,12
536,Buck_Coats,CHC,Outfielder,75,195.0,24.73,6
537,Angel_Pagan,CHC,Outfielder,73,180.0,25.66,20
538,Sean_Marshall,CHC,Starting_Pitcher,79,205.0,24.5,17
539,Carlos_Marmol,CHC,Starting_Pitcher,74,180.0,24.38,11
540,Ryan_O'Malley,CHC,Starting_Pitcher,73,190.0,26.89,8
541,Juan_Mateo,CHC,Starting_Pitcher,74,180.0,24.2,6
542,Rich_Hill,CHC,Starting_Pitcher,77,190.0,26.97,3
543,Angel_Guzman,CHC,Starting_Pitcher,75,190.0,25.21,5
544,Wade_Miller,CHC,Starting_Pitcher,74,220.0,30.46,12
545,Jason_Marquis,CHC,Starting_Pitcher,73,210.0,28.53,1
546,Carlos_Zambrano,CHC,Starting_Pitcher,77,255.0,25.75,11
547,Ted_Lilly,CHC,Starting_Pitcher,73,190.0,31.15,8
548,Mark_Prior,CHC,Starting_Pitcher,77,230.0,26.48,4
549,Neal_Cotts,CHC,Relief_Pitcher,74,200.0,26.93,19
550,Will_Ohman,CHC,Relief_Pitcher,74,205.0,29.55,15
551,Scott_Eyre,CHC,Relief_Pitcher,73,210.0,34.75,12
552,Kerry_Wood,CHC,Relief_Pitcher,77,225.0,29.71,8
553,Ryan_Dempster,CHC,Relief_Pitcher,74,215.0,29.83,20
554,Bob_Howry,CHC,Relief_Pitcher,77,220.0,33.57,3
555,Mike_Wuertz,CHC,Relief_Pitcher,75,205.0,28.21,7
556,Roberto_Novoa,CHC,Relief_Pitcher,77,200.0,27.54,1
557,Chris_Snyder,ARZ,Catcher,75,220.0,26.05,16
558,Miguel_Montero,ARZ,Catcher,71,197.0,23.64,19
559,Conor_Jackson,ARZ,First_Baseman,74,225.0,24.82,19
560,Robby_Hammock,ARZ,First_Baseman,70,187.0,29.8,14
561,Tony_Clark,ARZ,First_Baseman,79,245.0,34.71,13
562,Orlando_Hudson,ARZ,Second_Baseman,72,185.0,29.22,14
563,Stephen_Drew,ARZ,Shortstop,72,185.0,23.96,17
564,Alberto_Callaspo,ARZ,Shortstop,70,175.0,23.87,16
565,Chad_Tracy,ARZ,Third_Baseman,74,200.0,26.77,18
566,Chris_Young,ARZ,Outfielder,74,180.0,23.49,10
567,Scott_Hairston,ARZ,Outfielder,72,188.0,26.77,19
568,Carlos_Quentin,ARZ,Outfielder,73,225.0,24.51,6
569,Jeff_DaVanon,ARZ,Outfielder,72,200.0,33.23,3
570,Eric_Byrnes,ARZ,Outfielder,74,210.0,31.04,20
571,Livan_Hernandez,ARZ,Starting_Pitcher,74,245.0,32.02,4
572,Doug_Davis,ARZ,Starting_Pitcher,76,213.0,31.44,9
573,Randy_Johnson,ARZ,Starting_Pitcher,82,231.0,43.47,3
574,Juan_Cruz,ARZ,Starting_Pitcher,74,165.0,28.38,5
575,Brandon_Webb,ARZ,Starting_Pitcher,74,228.0,27.81,14
576,Enrique_Gonzalez,ARZ,Starting_Pitcher,70,210.0,24.57,10
577,Dana_Eveland,ARZ,Starting_Pitcher,73,250.0,23.34,9
578,Brandon_Medders,ARZ,Relief_Pitcher,73,191.0,27.09,14
579,Tony_Pe?a,ARZ,Relief_Pitcher,74,190.0,25.14,2
580,Doug_Slaten,ARZ,Relief_Pitcher,77,200.0,27.07,5
581,Edgar_Gonzalez,ARZ,Relief_Pitcher,72,215.0,24.02,20
582,Jose_Valverde,ARZ,Relief_Pitcher,76,254.0,27.6,3
583,Jorge_Julio,ARZ,Relief_Pitcher,73,232.0,27.99,20
584,Brandon_Lyon,ARZ,Relief_Pitcher,73,180.0,27.56,7
585,Miguel_Olivo,FLA,Catcher,72,215.0,28.63,20
586,Matt_Treanor,FLA,Catcher,74,220.0,30.99,10
587,Mike_Jacobs,FLA,First_Baseman,74,180.0,26.33,10
588,Dan_Uggla,FLA,Second_Baseman,71,200.0,26.97,7
589,Robert_Andino,FLA,Shortstop,72,170.0,22.85,14
590,Hanley_Ramirez,FLA,Shortstop,75,195.0,23.19,14
591,Miguel_Cabrera,FLA,Third_Baseman,74,210.0,23.87,20
592,Aaron_Boone,FLA,Third_Baseman,74,200.0,33.98,2
593,Joe_Borchard,FLA,Outfielder,77,220.0,28.26,16
594,Alfredo_Amezaga,FLA,Outfielder,70,165.0,29.12,14
595,Cody_Ross,FLA,Outfielder,71,180.0,26.18,15
596,Josh_Willingham,FLA,Outfielder,73,200.0,28.03,19
597,Jeremy_Hermida,FLA,Outfielder,76,200.0,23.08,6
598,Eric_Reed,FLA,Outfielder,71,170.0,26.24,6
599,Reggi_Abercrombie,FLA,Outfielder,75,224.0,26.63,16
600,Ricky_Nolasco,FLA,Starting_Pitcher,74,220.0,24.21,5
601,Anibal_Sanchez,FLA,Starting_Pitcher,72,180.0,23.01,10
602,Scott_Olsen,FLA,Starting_Pitcher,76,198.0,23.13,14
603,Josh_Johnson,FLA,Starting_Pitcher,79,240.0,23.08,19
604,Dontrelle_Willis,FLA,Starting_Pitcher,76,239.0,25.13,15
605,Logan_Kensing,FLA,Relief_Pitcher,73,185.0,24.66,14
606,Sergio_Mitre,FLA,Relief_Pitcher,76,210.0,26.03,10
607,Kevin_Gregg,FLA,Relief_Pitcher,78,220.0,28.7,3
608,Travis_Bowyer,FLA,Relief_Pitcher,75,200.0,25.57,7
609,Renyel_Pinto,FLA,Relief_Pitcher,76,195.0,24.65,11
610,Randy_Messenger,FLA,Relief_Pitcher,72,220.0,25.55,19
611,Yusmeiro_Petit,FLA,Relief_Pitcher,72,230.0,22.27,5
612,Carlos_Martinez,FLA,Relief_Pitcher,73,170.0,24.76,18
613,Taylor_Tankersley,FLA,Relief_Pitcher,73,220.0,23.98,1
614,Henry_Owens,FLA,Relief_Pitcher,75,230.0,27.85,9
615,Jose_Garcia,FLA,Relief_Pitcher,71,165.0,22.14,1
616,Matt_Lindstrom,FLA,Relief_Pitcher,76,205.0,27.05,2
617,Javier_Valentin,CIN,Catcher,70,192.0,31.45,14
618,Chad_Moeller,CIN,Catcher,75,210.0,32.03,2
619,David_Ross,CIN,Catcher,74,205.0,29.95,9
620,Joey_Votto,CIN,First_Baseman,75,200.0,23.47,19
621,Scott_Hatteberg,CIN,First_Baseman,73,210.0,37.21,8
622,Brandon_Phillips,CIN,Second_Baseman,71,185.0,25.67,13
623,Juan_Castro,CIN,Shortstop,71,195.0,34.69,8
624,Alex_Gonzalez,CIN,Shortstop,72,202.0,30.04,12
625,Mark_Bellhorn,CIN,Third_Baseman,73,205.0,32.52,13
626,Edwin_Encarnacion,CIN,Third_Baseman,73,195.0,24.15,1
627,Jeff_Keppinger,CIN,Third_Baseman,72,180.0,26.86,4
628,Norris_Hopper,CIN,Outfielder,69,200.0,27.94,12
629,Chris_Denorfia,CIN,Outfielder,73,185.0,26.63,17
630,Adam_Dunn,CIN,Outfielder,78,240.0,27.31,7
631,Bubba_Crosby,CIN,Outfielder,71,185.0,30.55,6
632,Jeff_Conine,CIN,Outfielder,73,220.0,40.68,6
633,Ken_Griffey_Jr.,CIN,Outfielder,75,205.0,37.27,16
634,Josh_Hamilton,CIN,Outfielder,76,205.0,25.78,13
635,Ryan_Freel,CIN,Outfielder,70,180.0,30.98,15
636,Kyle_Lohse,CIN,Starting_Pitcher,74,201.0,28.41,16
637,Bronson_Arroyo,CIN,Starting_Pitcher,77,190.0,30.01,12
638,Eric_Milton,CIN,Starting_Pitcher,75,208.0,31.57,1
639,Aaron_Harang,CIN,Starting_Pitcher,79,240.0,28.81,5
640,Elizardo_Ramirez,CIN,Starting_Pitcher,72,180.0,24.09,1
641,Todd_Coffey,CIN,Relief_Pitcher,77,230.0,26.47,18
642,Brian_Shackelford,CIN,Relief_Pitcher,73,195.0,30.5,16
643,Bill_Bray,CIN,Relief_Pitcher,75,215.0,23.74,5
644,Bobby_Livingston,CIN,Relief_Pitcher,75,190.0,24.49,19
645,Matt_Belisle,CIN,Relief_Pitcher,75,195.0,26.73,12
646,Gary_Majewski,CIN,Relief_Pitcher,73,215.0,27.01,10
647,Mike_Stanton,CIN,Relief_Pitcher,73,215.0,39.75,3
648,Brad_Salmon,CIN,Relief_Pitcher,76,220.0,27.16,7
649,Jared_Burton,CIN,Relief_Pitcher,77,220.0,25.74,14
650,David_Weathers,CIN,Relief_Pitcher,75,230.0,37.43,18
651,Rheal_Cormier,CIN,Relief_Pitcher,70,195.0,39.85,3
652,Yorvit_Torrealba,COL,Catcher,71,190.0,28.62,18
653,Chris_Iannetta,COL,Catcher,71,195.0,23.9,6
654,Alvin_Colina,COL,Catcher,75,209.0,25.18,4
655,Todd_Helton,COL,First_Baseman,74,204.0,33.53,6
656,Jamey_Carroll,COL,Second_Baseman,69,170.0,33.03,6
657,Kaz_Matsui,COL,Second_Baseman,70,185.0,31.35,16
658,Troy_Tulowitzki,COL,Shortstop,75,205.0,22.39,18
659,Clint_Barmes,COL,Shortstop,72,175.0,27.99,15
660,Garrett_Atkins,COL,Third_Baseman,75,210.0,27.22,12
661,Ryan_Spilborghs,COL,Outfielder,73,190.0,27.49,16
662,Cory_Sullivan,COL,Outfielder,72,180.0,27.53,10
663,Jeff_Salazar,COL,Outfielder,72,180.0,26.26,1
664,Willy_Taveras,COL,Outfielder,72,160.0,25.18,18
665,Matt_Holliday,COL,Outfielder,76,235.0,27.12,1
666,Brad_Hawpe,COL,Outfielder,75,200.0,27.69,19
667,Jeff_Baker,COL,Outfielder,74,210.0,25.69,18
668,Javy_Lopez,COL,Designated_Hitter,75,224.0,36.32,8
669,Byung-Hyun_Kim,COL,Starting_Pitcher,69,180.0,28.11,7
670,Rodrigo_Lopez,COL,Starting_Pitcher,73,190.0,31.21,20
671,Brian_Lawrence,COL,Starting_Pitcher,72,197.0,30.8,4
672,Josh_Fogg,COL,Starting_Pitcher,72,203.0,30.21,15
673,Aaron_Cook,COL,Starting_Pitcher,75,205.0,28.06,19
674,Denny_Bautista,COL,Starting_Pitcher,77,170.0,26.52,18
675,Ubaldo_Jimenez,COL,Starting_Pitcher,76,200.0,23.1,12
676,Jason_Hirsh,COL,Starting_Pitcher,80,250.0,25.02,11
677,Jeff_Francis,COL,Starting_Pitcher,77,200.0,26.14,17
678,Taylor_Buchholz,COL,Starting_Pitcher,76,220.0,25.38,12
679,Ryan_Speier,COL,Relief_Pitcher,79,200.0,27.6,17
680,Ramon_Ramirez,COL,Relief_Pitcher,71,190.0,25.5,7
681,Manny_Corpas,COL,Relief_Pitcher,75,170.0,24.24,3
682,Juan_Morillo,COL,Relief_Pitcher,73,190.0,23.32,3
683,Brian_Fuentes,COL,Relief_Pitcher,76,220.0,31.56,15
684,LaTroy_Hawkins,COL,Relief_Pitcher,77,215.0,34.19,6
685,Tom_Martin,COL,Relief_Pitcher,73,206.0,36.78,5
686,Jeremy_Affeldt,COL,Relief_Pitcher,76,215.0,27.73,20
687,Paul_Lo_Duca,NYM,Catcher,70,185.0,34.88,7
